1.619 1.8010000000000002
20.631 20.209
60.58 60.638
60.285 60.202
20.151 20.823
1.231 1.109
1.863 1.465
1.17 1.51
20.931 20.19
20.39 20.867
20.514 20.875
1.357 1.09
40.44 40.092
20.502 20.221
1.883 1.093
40.294 40.693
1.572 1.916
40.865 40.087
20.151 20.496
60.312 60.844
1.215 1.474
1.143 1.33
20.307 20.762
20.003 20.278
20.765 20.845
20.318 20.85
60.964 60.377
1.144 1.823
20.303 20.771
60.067 60.046
20.972 20.288
40.867 40.962
20.699 20.383
60.7 60.598
1.884 1.8820000000000001
60.453 60.802
40.509 40.271
60.664 60.921
60.344 60.353
40.812 40.409
40.909 40.457
40.267 40.503
60.931 60.3
60.767 60.148
20.74 20.912
40.956 40.262
60.608 60.586
40.661 40.647
40.807 40.791
60.256 60.333
20.129 20.457
40.436 40.708
40.896 40.231
60.882 60.001
1.845 1.565
40.318 40.876
1.879 1.9060000000000001
1.673 1.008
60.009 60.415
40.516 40.823
60.627 60.055
60.824 60.162
1.784 1.339
20.234 20.321
40.882 40.688
40.109 40.159
20.791 20.148
20.645 20.49
40.484 40.356
60.538 60.298
1.062 1.079
60.916 60.364
40.313 40.72
20.033 20.522
1.002 1.49
20.138 20.744
60.346 60.781
40.09 40.087
60.95 60.954
1.829 1.385
1.7349999999999999 1.361
40.444 40.774
40.191 40.382
40.828 40.238
1.369 1.99
20.992 20.384
1.231 1.404
1.492 1.717
1.3639999999999999 1.77
20.205 20.934
40.48 40.116
40.183 40.836
20.579 20.804
60.86 60.679
1.476 1.65
60.839 60.655
60.033 60.654
40.613 40.308
60.168 60.647
20.731 20.69
40.093 40.188
20.52 20.405
60.345 60.053
40.483 40.49
40.81 40.041
1.345 1.3639999999999999
40.773 40.255
40.932 40.499
20.793 20.304
60.159 60.3
20.134 20.691
40.91 40.895
60.525 60.972
20.845 20.763
40.102 40.764
40.553 40.301
60.466 60.708
1.117 1.384
20.964 20.82
60.021 60.389
60.207 60.039
60.995 60.609
40.161 40.016
40.153 40.667
1.909 1.254
20.172 20.549
20.694 20.854
1.188 1.203
60.636 60.152
40.228 40.541
60.449 60.007
1.8780000000000001 1.1320000000000001
40.663 40.252
20.04 20.98
20.269 20.32
60.047 60.967
20.254 20.875
40.282 40.563
1.218 1.657
1.846 1.123
60.639 60.956
20.883 20.661
60.166 60.798
60.098 60.975
1.79 1.474
40.742 40.874
20.095 20.763
20.21 20.478
20.914 20.629
20.544 20.161
1.88 1.794
1.38 1.047
40.029 40.272
20.349 20.871
1.5230000000000001 1.304
60.611 60.954
40.011 40.905
20.8 20.002
20.541 20.247
20.372 20.729
